business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Hayden John D MD,"8131 E Ridgewood Dr, Tucson, AZ 85750, USA",+1 520-885-1982,doctor,tanque-verde-sabino,https://maps.google.com/?q=Hayden%20John%20D%20MD%208131%20E%20Ridgewood%20Dr%2C%20Tucson%2C%20AZ%2085750%2C%20USA,,1,,,0,no website,88,false,ChIJeQSvZbBu1oYR0LuWOwgkuyg,,,haydenjohndmd.com; haydenjohndmdtucson.com
Agility Spine and Sports Physical Therapy,"8987 E Tanque Verde Rd #301, Tucson, AZ 85749, USA",+1 520-647-2974,physiotherapist,tanque-verde-sabino,https://maps.google.com/?q=Agility%20Spine%20and%20Sports%20Physical%20Therapy%208987%20E%20Tanque%20Verde%20Rd%20%23301%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://agilitypttucson.com/,2,wordpress,Network Solutions,0,has website,89,false,ChIJa5E4w6pv1oYRzVyXhwrfyIE,4.9,227,
"Kathleen B. Nichols, PT","10540 E Snyder Rd, Tucson, AZ 85749, USA",+1 520-256-8139,physiotherapist,tanque-verde-sabino,https://maps.google.com/?q=Kathleen%20B.%20Nichols%2C%20PT%2010540%20E%20Snyder%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,90,false,ChIJLdDguXtp1oYRFHoFgFprTRY,,,kathleenbnicholspt.com; kathleenbnicholspttucson.com
Success Physical Therapy,"2472 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-885-5125,physiotherapist,tanque-verde-sabino,https://maps.google.com/?q=Success%20Physical%20Therapy%202472%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://successphysicaltherapy.com/,2,wordpress,GoDaddy.com,0,has website,91,false,ChIJKwqkhhZn1oYROMyUGmOKWWs,5,3,
John P. Utz,"2462 N Pantano Rd Unit 1, Tucson, AZ 85715, USA",+1 520-722-1795,physiotherapist,tanque-verde-sabino,https://maps.google.com/?q=John%20P.%20Utz%202462%20N%20Pantano%20Rd%20Unit%201%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://www.utzpt.com,2,squarespace,Squarespace Domains LLC,0,has website,92,false,ChIJLZQ_Htlu1oYREQe4UNeBkwU,5,3,
The Delightful Renegade,"9225 E Tanque Verde Rd #28-203, Tucson, AZ 85749, USA",+1 520-333-7413,clothing_store,tanque-verde-sabino,https://maps.google.com/?q=The%20Delightful%20Renegade%209225%20E%20Tanque%20Verde%20Rd%20%2328-203%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,93,false,ChIJubyloA1p1oYRqFAOt-_J6mw,,,delightfulrenegade.com; delightfulrenegadetucson.com
Amber Sprott Boutique (by appointment only),"2458 N Pantano Rd, Tucson, AZ 85715, USA",+1 480-710-5955,clothing_store,tanque-verde-sabino,https://maps.google.com/?q=Amber%20Sprott%20Boutique%20%28by%20appointment%20only%29%202458%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,96,false,ChIJTby-qxQl4IkRzvwP9m4gzc4,5,38,ambersprottboutiquebyappointmentonly.com; ambersprottboutiquebyappointmentonlytucson.com
Ellen's Original Gemstone Necklaces,"9742 East 5th Street, Tucson, AZ 85748, USA",+1 520-912-9866,jewelry_store,tanque-verde-sabino,https://maps.google.com/?q=Ellen%27s%20Original%20Gemstone%20Necklaces%209742%20East%205th%20Street%2C%20Tucson%2C%20AZ%2085748%2C%20USA,,1,,,0,no website,97,false,ChIJGUzZb4tp1oYR9TG_h4HIGEw,4,1,ellensoriginalgemstonenecklaces.com; ellensoriginalgemstonenecklacestucson.com
Tanque Verde Turquoise Trading Post,"7831 E Wrightstown Rd Suite 101, Tucson, AZ 85715, USA",+1 657-466-8530,jewelry_store,tanque-verde-sabino,https://maps.google.com/?q=Tanque%20Verde%20Turquoise%20Trading%20Post%207831%20E%20Wrightstown%20Rd%20Suite%20101%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://tanqueverdeturquoise.com/,2,squarespace,Tucows Domains Inc.,0,has website,98,false,ChIJX7nLte1v1oYRhGm32zHo5vc,5,27,
Looking Sharp Cactus,"11131 E Glenn St, Tucson, AZ 85749, USA",,florist,tanque-verde-sabino,https://maps.google.com/?q=Looking%20Sharp%20Cactus%2011131%20E%20Glenn%20St%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,99,false,ChIJhbuy8B5p1oYR_ZlgGAEADt4,,,lookingsharpcactustucson.com; lookingsharpcactusaz.com
Florist,"4461 N Bear Canyon Rd, Tucson, AZ 85749, USA",,florist,tanque-verde-sabino,https://maps.google.com/?q=Florist%204461%20N%20Bear%20Canyon%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,100,false,ChIJhzFTLQBp1oYRpRw8s9RaYKk,,,all taken
Green Deco Plantscapes,"4930 N Placita Santolina, Tucson, AZ 85749, USA",+1 520-861-6997,florist,tanque-verde-sabino,https://maps.google.com/?q=Green%20Deco%20Plantscapes%204930%20N%20Placita%20Santolina%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,101,false,ChIJO8BHu1hp1oYRqdvE7esglxw,4,1,greendecoplantscapestucson.com; greendecoplantscapesaz.com
"Exquisite Ensembles and Gifts by Tammie, LLC","2456 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-230-3271,florist,tanque-verde-sabino,https://maps.google.com/?q=Exquisite%20Ensembles%20and%20Gifts%20by%20Tammie%2C%20LLC%202456%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://www.ensemblesandgifts.com/,2,wix,NameCheap,0,has website,102,false,ChIJQcewuUpp1oYRMnphmDUyAho,5,19,
VIP PUBLICATIONS,"N Pantano Rd, Tucson, AZ 85715, USA",,book_store,tanque-verde-sabino,https://maps.google.com/?q=VIP%20PUBLICATIONS%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,103,false,ChIJ17F5Bdlu1oYRdW-5DCj167U,,,vippublications.com; vippublicationstucson.com
Of Good Cheer,"3901 N Vía De La Luna, Tucson, AZ 85749, USA",+1 520-302-7484,gift_shop,tanque-verde-sabino,https://maps.google.com/?q=Of%20Good%20Cheer%203901%20N%20V%C3%ADa%20De%20La%20Luna%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.ofgoodcheer.com/OfGoodCheerInfo.html,2,,Tucows Domains Inc.,0,has website,104,false,ChIJq6o6vmpp1oYRM12fI5zsimo,2,1,
Borderlands Trading Company,"7700 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-622-6454,gift_shop,tanque-verde-sabino,https://maps.google.com/?q=Borderlands%20Trading%20Company%207700%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://www.directfrommexico.com/,2,,Tucows Domains Inc.,0,has website,105,false,ChIJI5AbHd9u1oYRDYKkBlCM_ZE,4.4,257,
BRAKEmax,"9191 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-729-9912,car_repair,tanque-verde-sabino,https://maps.google.com/?q=BRAKEmax%209191%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.brakemax.com/locations/az/tucson/auto-repair-9191-e-tanque-verde-rd?utm_source=local_listing&utm_medium=organic&utm_campaign=store_1017,2,wordpress,GoDaddy.com,0,has website,106,false,ChIJ43TNJYtp1oYRjsq6GFyjr2M,4.8,713,
Speedo Auto & Residential Lock,"9121 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-333-7709,car_repair,tanque-verde-sabino,https://maps.google.com/?q=Speedo%20Auto%20%26%20Residential%20Lock%209121%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,108,false,ChIJud9zOS9p1oYR8rjqu8OmVqM,3.4,5,speedoautoresidentiallock.com; speedoautoresidentiallocktucson.com
A to Z Mobile RV Services and Tucson RV Solar,"8987 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-910-1237,car_repair,tanque-verde-sabino,https://maps.google.com/?q=A%20to%20Z%20Mobile%20RV%20Services%20and%20Tucson%20RV%20Solar%208987%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.tucsonrvsolar.com/,2,custom/unknown,Bluehost Inc.,0,has website,109,false,ChIJY1NmgeJv1oYRfD5a_pJwZZs,5,65,
Jack Furrier Tire & Auto Care,"8957 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-749-0248,car_repair,tanque-verde-sabino,https://maps.google.com/?q=Jack%20Furrier%20Tire%20%26%20Auto%20Care%208957%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://jackfurriers.com/,2,custom/unknown,GoDaddy.com,0,has website,110,false,ChIJNbgLIixp1oYRE_9XdhMbvhc,4.6,184,
Car Wash,"8845 E Tanque Verde Rd, Tucson, AZ 85749, USA",,car_wash,tanque-verde-sabino,https://maps.google.com/?q=Car%20Wash%208845%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,111,false,ChIJ_Zbnaixp1oYRypv16KAH3DU,3.8,5,all taken
Auto Wash Express - TV,"7811 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-345-6769,car_wash,tanque-verde-sabino,https://maps.google.com/?q=Auto%20Wash%20Express%20-%20TV%207811%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://www.azautowashexpress.com/,2,custom/unknown,Amazon Registrar,0,has website,112,false,ChIJbc1EKNlu1oYRywzTr7LrNvc,4.1,194,
Cactus Carpet Cleaning,"9645 E Elm Tree Cir, Tucson, AZ 85749, USA",+1 520-820-3999,laundry,tanque-verde-sabino,https://maps.google.com/?q=Cactus%20Carpet%20Cleaning%209645%20E%20Elm%20Tree%20Cir%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://cactus-carpetcleaning.com/,2,custom/unknown,GoDaddy.com,0,has website,113,false,ChIJ3TmPAC9kgigRvW09v1OWK8k,5,62,
"EcoGreen Carpet, Tile and Upholstery Care","9717 E Sierra St, Tucson, AZ 85748, USA",+1 520-733-9774,laundry,tanque-verde-sabino,https://maps.google.com/?q=EcoGreen%20Carpet%2C%20Tile%20and%20Upholstery%20Care%209717%20E%20Sierra%20St%2C%20Tucson%2C%20AZ%2085748%2C%20USA,https://ecogreencarpetandupholsterycare.com/,2,wordpress,GoDaddy.com,0,has website,114,false,ChIJxRhhjoZv1oYRFMu8x2BNWck,5,80,
Bandalero Ranch-Equine,"8526 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-760-6200,pet_store,tanque-verde-sabino,https://maps.google.com/?q=Bandalero%20Ranch-Equine%208526%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.bandaleroranch.com/,2,,Network Solutions,0,has website,115,false,ChIJP2DMD9Nu1oYR6tQbxMUiDOU,3.6,53,
